Gene_name_canonical,graph_localization_annotation
NSA2,nucleolus
NSD1,nucleus
NSD2,nucleus
NSD3,nucleus
NSDHL,ER
NSF,early_endosome
NSFL1C,cytosol
NSFL1C,cytosol
NSL1,nucleus
NSMAF,cytosol
NSMCE1,nucleus
NSMCE2,nucleus
NSMCE3,nucleus
NSMCE4A,nucleus
NSRP1,nucleus
NSUN2,translation
NSUN3,mitochondrion
NSUN4,mitochondrion
NSUN5,nucleus
NSUN6,unclassified
NT5C,mitochondrion
NT5C2,cytosol
NT5C3A,mitochondrion
NT5C3B,cytosol
NT5DC1,cytosol
NT5DC2,mitochondrion
NT5DC3,mitochondrion
NTAN1,cytosol
NTHL1,nucleus
NTMT1,cytosol
NTN1,ER
NTPCR,mitochondrion
NUB1,proteasome
NUBP1,cytosol
NUBP2,cytosol
NUBPL,mitochondrion
NUCB1,Golgi
NUCB2,Golgi
NUCKS1,cytosol
NUDC,cytosol
NUDCD1,cytosol
NUDCD2,cytosol
NUDCD3,cytosol
NUDT1,cytosol
NUDT10,cytosol
NUDT11,cytosol
NUDT12,ER
NUDT15,cytosol
NUDT16,cytosol
NUDT16L1,nucleus
NUDT19,mitochondrion
NUDT2,cytosol
NUDT21,nucleus
NUDT3,cytosol
NUDT4,cytosol
NUDT5,cytosol
NUDT6,mitochondrion
NUDT8,mitochondrion
NUDT9,mitochondrion
NUF2,unclassified
NUFIP1,nucleus
NUFIP2,stress_granule
NUMA1,nucleus
NUMB,plasma_membrane
NUMBL,actin_cytoskeleton
NUMBL,actin_cytoskeleton
NUP107,ER
NUP133,ER
NUP153,nucleus
NUP155,ER
NUP160,ER
NUP188,ER
NUP205,ER
NUP210,ER
NUP214,ER
NUP35,ER
NUP37,ER
NUP42,nucleus
NUP43,ER
NUP50,nucleus
NUP54,nucleus
NUP58,ER
NUP62,ER
NUP85,ER
NUP88,ER
NUP93,nucleus
NUP98,ER
NUP98,ER
NUS1,ER
NUSAP1,nucleus
NUTF2,cytosol
NVL,nucleolus
NXF1,nucleus
NXN,cytosol
NXT1,nucleus
NYNRIN,unclassified
OARD1,unclassified
OAT,mitochondrion
OBI1,stress_granule
OBSL1,unclassified
OCC1,plasma_membrane
OCIAD1,mitochondrion
OCLN,plasma_membrane
OCRL,early_endosome
ODF2,centrosome
ODR4,ER
OFD1,centrosome
OGA,cytosol
OGDH,mitochondrion
OGDHL,mitochondrion
OGFOD1,cytosol
OGFOD3,ER
OGFR,cytosol
OGT,mitochondrion
OGT,unclassified
OIP5,unclassified
OK/KNS-cl.6,stress_granule
OLA1,cytosol
OMA1,mitochondrion
OPA1,mitochondrion
OPTN,cytosol
ORAI2,early_endosome
ORC1,nucleus
ORC2,nucleus
ORC3,nucleus
ORC4,nucleus
ORC5,nucleus
ORC6,unclassified
ORMDL1,ER
ORMDL3,nucleus
OS9,ER
OSBP,trans-Golgi
OSBPL10,trans-Golgi
OSBPL11,trans-Golgi
OSBPL1A,lysosome
OSBPL2,cytosol
OSBPL3,ER
OSBPL6,14-3-3_scaffold
OSBPL8,ER
OSBPL8,ER
OSBPL9,trans-Golgi
OSCP1,cytosol
OSGEP,unclassified
OSGEPL1,mitochondrion
OSTF1,cytosol
OSTM1,lysosome
OTUB1,cytosol
OTUB2,cytosol
OTUD3,nucleus
OTUD4,stress_granule
OTUD5,cytosol
OTUD6B,cytosol
OTUD7B,cytosol
OTULIN,cytosol
OTX1,nucleus
OVCA2,mitochondrion
OXA1L,mitochondrion
OXA1L,mitochondrion
OXCT1,mitochondrion
OXLD1,mitochondrion
OXNAD1,mitochondrion
OXR1,cytosol
OXSM,mitochondrion
OXSR1,cytosol
P3H1,ER
P3H3,ER
P3H4,ER
P4HA1,ER
P4HA2,ER
P4HB,ER
PA2G4,translation
PAAF1,cytosol
PAAT,early_endosome
PABIR1,cytosol
PABIR2,cytosol
PABPC1,stress_granule
PABPC4,stress_granule
PABPN1,nucleus
PACC1,recycling_endosome
PACS1,unclassified
PACS2,14-3-3_scaffold
PACSIN2,plasma_membrane
PACSIN3,recycling_endosome
PAF1,nucleus
PAFAH1B1,unclassified
PAFAH1B2,cytosol
PAFAH1B3,cytosol
PAFAH2,peroxisome
PAG1,plasma_membrane
PAGR1,cytosol
PAICS,cytosol
PAIP1,stress_granule
PAIP2,stress_granule
PAIP2B,cytosol
PAK1,cytosol
PAK1IP1,nucleolus
PAK2,cytosol
PAK4,actin_cytoskeleton
PALB2,nucleus
PALD1,cytosol
PALLD,actin_cytoskeleton
PALM,plasma_membrane
PALM2,unclassified
PALM2AKAP2,plasma_membrane
PALM3,plasma_membrane
PALS1,plasma_membrane
PALS2,plasma_membrane
PAM16,mitochondrion
PAN2,stress_granule
PAN3,stress_granule
PANK1,cytosol
PANK2,cytosol
PANK3,cytosol
PANK4,cytosol
PANX1,plasma_membrane
PAPOLA,unclassified
PAPOLG,nucleus
PAPSS1,cytosol
PAPSS2,cytosol
PARD3,plasma_membrane
PARD6B,plasma_membrane
PARG,unclassified
PARK7,unclassified
PARN,nucleolus
PARP1,nucleus
PARP16,ER
PARP2,nucleus
PARS2,mitochondrion
PARVA,plasma_membrane
PARVB,plasma_membrane
PASK,cytosol
PATJ,plasma_membrane
PATL1,p-body
PATZ1,nucleolus
PAWR,actin_cytoskeleton
PAX3,nucleus
PAX6,nucleus
PAXBP1,nucleus
PAXIP1,nucleus
PAXX,unclassified
PBDC1,stress_granule
PBK,cytosol
PBLD,cytosol
PBRM1,nucleus
PBX1,nucleus
PBX2,nucleus
PBX3,nucleus
PBXIP1,ER
PC,mitochondrion
PC4,unclassified
PCBD1,cytosol
PCBD2,mitochondrion
PCBP1,unclassified
PCBP2,unclassified
PCBP2,unclassified
PCBP2,unclassified
PCBP2,unclassified
PCCA,mitochondrion
PCCB,mitochondrion
PCDH10,plasma_membrane
PCDH7,plasma_membrane
PCDH9,plasma_membrane
PCF11,nucleus
PCGF1,nucleus
PCGF2,nucleus
PCGF3,unclassified
PCGF5,nucleus
PCGF6,unclassified
PCID2,nucleus
PCIF1,unclassified
PCK2,mitochondrion
PCLAF,nucleus
PCM1,centrosome
PCM1,centrosome
PCMT1,unclassified
PCMTD2,unclassified
PCNA,unclassified
PCNP,nucleus
PCNT,centrosome
PCNX1,early_endosome
PCNX3,plasma_membrane
PCSK1N,early_endosome
PCSK6,ER
PCYOX1,ER
PCYOX1L,ER
PCYT1A,unclassified
PCYT2,cytosol
PDAP1,translation
PDCD10,cytosol
PDCD11,nucleolus
PDCD2,stress_granule
PDCD2L,unclassified
PDCD4,unclassified
PDCD5,actin_cytoskeleton
PDCD6,cytosol
PDCD6IP,cytosol
PDCD7,unclassified
PDCL,cytosol
PDCL3,actin_cytoskeleton
PDE12,mitochondrion
PDE3B,ER
PDE4DIP,cytosol
PDE4DIP,cytosol
PDE5A,cytosol
PDE6D,cytosol
PDE8A,plasma_membrane
PDF,mitochondrion
PDHA1,mitochondrion
PDHB,mitochondrion
PDHX,mitochondrion
PDIA3,ER
PDIA3,ER
PDIA4,ER
PDIA4,ER
PDIA5,ER
PDIA6,ER
PDIK1L,nucleus
PDK1,mitochondrion
PDK2,mitochondrion
PDK3,mitochondrion
PDLIM1,plasma_membrane
PDLIM2,cytosol
PDLIM3,cytosol
PDLIM4,cytosol
PDLIM5,cytosol
PDLIM7,plasma_membrane
PDP1,mitochondrion
PDP2,mitochondrion
PDPK1,cytosol
PDPR,mitochondrion
PDRG1,unclassified
PDS5A,nucleus
PDS5B,nucleus
PDS5B,nucleus
PDSS1,mitochondrion
PDSS2,mitochondrion
PDXDC1,unclassified
PDXK,cytosol
PDXP,cytosol
PDZD11,cytosol
PDZD8,ER
PDZRN3,cytosol
Pe7Fe14,unclassified
PEA15,cytosol
PEAK1,actin_cytoskeleton
PEBP1,cytosol
PECR,peroxisome
PEF1,cytosol
PELO,unclassified
PELP1,nucleus
PEPD,cytosol
PER1,cytosol
PES1,nucleolus
PET117,mitochondrion
PEX1,peroxisome
PEX11B,ER
PEX12,peroxisome
PEX13,peroxisome
PEX14,peroxisome
PEX16,peroxisome
PEX19,cytosol
PEX2,peroxisome
PEX26,peroxisome
PEX3,peroxisome
PEX5,peroxisome
PEX6,peroxisome
PEX7,cytosol
PFAS,cytosol
PFDN1,cytosol
PFDN2,cytosol
PFDN4,cytosol
PFDN5,cytosol
PFDN6,unclassified
PFKFB2,14-3-3_scaffold
PFKFB3,cytosol
PFKFB4,cytosol
PFKL,cytosol
PFKM,cytosol
PFKP,cytosol
PFN1,actin_cytoskeleton
PFN2,cytosol
PFN3,actin_cytoskeleton
PGAM1,cytosol
PGAM5,mitochondrion
PGAP1,ER
PGBD5,cytosol
PGD,cytosol
PGGT1B,cytosol
PGK1,cytosol
PGLS,cytosol
PGM1,cytosol
PGM2,cytosol
PGM2L1,cytosol
PGM3,cytosol
PGP,cytosol
PGPEP1,cytosol
PGRMC1,ER
PGRMC2,ER
PGS1,mitochondrion
PHACTR2,actin_cytoskeleton
PHACTR4,actin_cytoskeleton
PHAF1,cytosol
PHAX,cytosol
PHB1,mitochondrion
PHB2,mitochondrion
PHC1,nucleus
PHC2,nucleus
PHC3,nucleus
PHF10,nucleolus
PHF12,nucleus
PHF14,nucleus
PHF2,nucleus
PHF20,nucleus
PHF20L1,unclassified
PHF21A,nucleus
PHF23,unclassified
PHF3,nucleolus
PHF5A,nucleus
PHF6,nucleus
PHF6,nucleus
PHF8,nucleus
PHGDH,cytosol
PHIP,nucleus
PHKA1,cytosol
PHKA2,cytosol
PHKB,cytosol
PHKG2,cytosol
PHLDA3,plasma_membrane
PHLDB1,plasma_membrane
PHLDB2,actin_cytoskeleton
PHLDB3,unclassified
PHLPP1,cytosol
PHLPP2,cytosol
PHOX2B,unclassified
PHPT1,cytosol
PHRF1,nucleus
PHYH,ER
PHYHD1,cytosol
PI4K2A,early_endosome
PI4K2B,trans-Golgi
PI4KA,actin_cytoskeleton
PI4KB,14-3-3_scaffold
PIAS1,nucleolus
PIAS2,unclassified
PIAS3,unclassified
PIAS4,nucleus
PIBF1,centrosome
PICALM,actin_cytoskeleton
PICALM,actin_cytoskeleton
PICK1,cytosol
PIEZO1,plasma_membrane
PIG59,cytosol
PIGA,ER
PIGG,ERGIC
PIGH,ER
PIGK,ER
PIGM,ER
PIGN,ER
PIGO,ER
PIGS,ER
PIGT,ER
PIGU,ER
PIGW,ER
PIGX,ER
PIH1D1,unclassified
PIK3AP1,cytosol
PIK3C2A,actin_cytoskeleton
PIK3C2B,cytosol
PIK3C3,early_endosome
PIK3CB,actin_cytoskeleton
PIK3R1,plasma_membrane
PIK3R2,plasma_membrane
PIK3R3,actin_cytoskeleton
PIK3R4,early_endosome
PIKFYVE,early_endosome
PIMREG,nucleus
PIN1,cytosol
PIN4,unclassified
PINX1,nucleolus
PIP4K2A,actin_cytoskeleton
PIP4K2B,actin_cytoskeleton
PIP4K2C,actin_cytoskeleton
PIP4P1,lysosome
PIP4P2,lysosome
PIP5K1A,actin_cytoskeleton
PIP5K1C,plasma_membrane
PIR,cytosol
PISD,mitochondrion
PITHD1,proteasome
PITPNA,cytosol
PITPNB,cytosol
PITPNC1,cytosol
PITPNM1,cytosol
PITRM1,mitochondrion
PITX1,nucleus
PITX2,nucleolus
PJA1,cytosol
pk,cytosol
PKD2,ER
PKIA,cytosol
PKIB,cytosol
PKIG,cytosol
PKM,cytosol
PKM,cytosol
PKMYT1,ER
PKN1,unclassified
PKN2,actin_cytoskeleton
PKN3,unclassified
PKNOX1,nucleus
PKNOX2,unclassified
PKP2,plasma_membrane
PKP4,plasma_membrane
PLA2G15,lysosome
PLA2G4A,cytosol
PLAA,unclassified
PLAGL2,unclassified
PLAT,Golgi
PLBD2,lysosome
PLCB1,plasma_membrane
PLCB3,plasma_membrane
PLCB4,plasma_membrane
PLCD3,plasma_membrane
PLCG1,cytosol
PLCG1 variant protein,cytosol
PLCG2,cytosol
PLCH1,14-3-3_scaffold
PLCL2,plasma_membrane
PLD1,plasma_membrane
PLD2,plasma_membrane
PLD3,lysosome
PLEC,actin_cytoskeleton
PLEC,actin_cytoskeleton
PLEKHA1,plasma_membrane
PLEKHA3,Golgi
PLEKHA5,actin_cytoskeleton
PLEKHA7,actin_cytoskeleton
PLEKHA8,Golgi
PLEKHC1,mitochondrion
PLEKHF2,early_endosome
PLEKHG3,actin_cytoskeleton
PLEKHG4,14-3-3_scaffold
PLEKHH3,trans-Golgi
PLEKHJ1,nucleus
PLEKHM1,unclassified
PLEKHM2,early_endosome
PLEKHO1,plasma_membrane
PLEKHO2,cytosol
PLGRKT,mitochondrion
PLIN2,cytosol
PLIN3,cytosol
PLK1,unclassified
PLOD1,ER
PLOD2,ER
PLOD3,ER
PLPBP,mitochondrion
PLPP1,plasma_membrane
PLPP3,plasma_membrane
PLRG1,nucleus
PLS1,cytosol
PLS3,cytosol
PLSCR1,plasma_membrane
PLSCR3,unclassified
PLTP,ER
PLXNA1,plasma_membrane
PLXNB2,plasma_membrane
PLXNB2,plasma_membrane
PM20D2,cytosol
PMAIP1,unclassified
PMF1,unclassified
PML,early_endosome
PMM1,cytosol
PMM2,cytosol
PMPCA,mitochondrion
PMPCB,mitochondrion
PMS2CL,cytosol
PMVK,cytosol
PNISR,unclassified
PNKD,ER
PNKP,nucleus
PNMA1,nucleus
PNMA8A,nucleolus
PNN,nucleus
PNO1,nucleolus
PNP,cytosol
PNPLA2,14-3-3_scaffold
PNPLA6,ER
PNPLA8,ER
PNPO,mitochondrion
PNPT1,mitochondrion
POC1A,nucleus
PODXL,recycling_endosome
PODXL2,recycling_endosome
POFUT1,ER
POFUT2,ER
POGK,unclassified
POGLUT1,ER
POGLUT2,ER
POGLUT3,ER
POGZ,nucleus
POLA1,unclassified
POLA2,unclassified
POLB,nucleus
POLD1,cytosol
POLD2,cytosol
POLD3,cytosol
POLDIP2,mitochondrion
POLDIP3,nucleus
POLDIP3,nucleus
POLE,cytosol
POLE2,plasma_membrane
POLE3,unclassified
POLE4,cytosol
POLG,mitochondrion
POLG2,mitochondrion
POLH,unclassified
POLK,unclassified
POLL,unclassified
POLR1A,nucleolus
POLR1B,nucleolus
POLR1C,nucleus
POLR1D,nucleus
POLR1E,nucleolus
POLR1F,nucleolus
POLR1G,nucleus
POLR1G,nucleus
POLR1H,nucleolus
POLR2A,nucleus
POLR2B,nucleus
POLR2C,nucleus
POLR2D,nucleus
POLR2E,nucleus
POLR2G,nucleus
POLR2H,nucleus
POLR2I,nucleus
POLR2J,unclassified
POLR2K,unclassified
POLR2L,nucleus
POLR2M,cytosol
POLR3A,cytosol
POLR3B,cytosol
POLR3C,unclassified
POLR3D,cytosol
POLR3E,unclassified
POLR3F,cytosol
POLR3G,cytosol
POLR3H,cytosol
POLR3K,cytosol
POLRMT,mitochondrion
POM121,ER
POM121C,ER
POMGNT1,Golgi
POMGNT2,ER
POMK,ER
POMP,proteasome
POMT2,ER
PON2,ER
POP1,nucleolus
POP4,translation
POP7,translation
POR,ER
POT1,nucleus
POU2F1,nucleus
POU3F2,nucleus
PPA1,cytosol
PPA2,mitochondrion
PPA2,mitochondrion
PPAN,nucleus
PPAN,nucleus
PPAT,cytosol
PPCDC,cytosol
PPCS,cytosol
PPDPF,nucleus
PPFIA1,actin_cytoskeleton
PPFIA3,cytosol
PPFIBP1,plasma_membrane
PPFIBP1-ALK,plasma_membrane
PPFIBP2,cytosol
PPHLN1,nucleus
PPHLN1,nucleus
PPHLN1,nucleus
PPIA,cytosol
PPIB,ER
PPIC,ER
PPID,cytosol
PPIE,nucleus
PPIF,mitochondrion
PPIG,nucleus
PPIH,nucleus
PPIL1,nucleus
PPIL2,unclassified
PPIL3,cytosol
PPIL4,unclassified
PPIP5K2,14-3-3_scaffold
PPIP5K2,unclassified
PPM1A,cytosol
PPM1B,cytosol
PPM1D,nucleus
PPM1E,cytosol
PPM1F,cytosol
PPM1G,cytosol
PPM1H,unclassified
PPM1L,Golgi
PPME1,cytosol
PPOX,mitochondrion
PPP1CA,actin_cytoskeleton
PPP1CB,actin_cytoskeleton
PPP1CC,plasma_membrane
PPP1R10,nucleus
PPP1R11,cytosol
PPP1R12A,plasma_membrane
PPP1R12B,actin_cytoskeleton
PPP1R12C,plasma_membrane
PPP1R13B,plasma_membrane
PPP1R13L,cytosol
PPP1R14A,unclassified
PPP1R14B,cytosol
PPP1R14C,cytosol
PPP1R15B,ER
PPP1R18,actin_cytoskeleton
PPP1R2,cytosol
PPP1R21,early_endosome
PPP1R35,unclassified
PPP1R37,cytosol
PPP1R3D,14-3-3_scaffold
PPP1R7,cytosol
PPP1R8,nucleus
PPP1R9A,actin_cytoskeleton
PPP1R9B,plasma_membrane
PPP2CA,cytosol
PPP2CB,cytosol
PPP2R1A,cytosol
PPP2R1B,cytosol
PPP2R2A,cytosol
PPP2R2D,cytosol
PPP2R3A,cytosol
PPP2R3B,cytosol
PPP2R3C,nucleus
PPP2R5A,cytosol
PPP2R5C,cytosol
PPP2R5C,cytosol
PPP2R5D,cytosol
PPP2R5E,cytosol
PPP3CA,cytosol
PPP3CB,cytosol
PPP3CC,unclassified
PPP3R1,cytosol
PPP4C,cytosol
PPP4R1,cytosol
PPP4R2,cytosol
PPP4R3A,cytosol
PPP4R3B,cytosol
PPP5C,cytosol
PPP6C,cytosol
PPP6R1,unclassified
PPP6R2,cytosol
PPP6R3,unclassified
PPRC1,nucleus
PPT1,lysosome
PPT2,lysosome
PPTC7,mitochondrion
PPWD1,nucleus
PQBP1,nucleus
PRAF2,ER
PRC1,nucleus
PRCC,nucleus
PRCP,lysosome
PRDM10,nucleus
PRDM15,nucleus
PRDM16,nucleus
PRDM2,nucleus
PRDX1,cytosol
PRDX2,cytosol
PRDX3,mitochondrion
PRDX4,ER
PRDX5,mitochondrion
PRDX6,cytosol
PREB,ER
PRELID3B,mitochondrion
PREP,cytosol
PREPL,mitochondrion
PRIC295,stress_granule
PRICKLE3,unclassified
PRIM1,stress_granule
PRIM2,cytosol
PRIMPOL,unclassified
PRKAA1,cytosol
PRKAA2,cytosol
PRKAB1,cytosol
PRKAB2,cytosol
PRKACA,unclassified
PRKACB,unclassified
PRKAG1,cytosol
PRKAG2,cytosol
PRKAR1A,ER
PRKAR1B,cytosol
PRKAR2A,unclassified
PRKAR2B,unclassified
PRKCA,cytosol
PRKCD,plasma_membrane
PRKCI,actin_cytoskeleton
PRKCSH,ER
PRKCSH,ER
PRKCZ,cytosol
PRKD1,early_endosome
PRKD2,trans-Golgi
PRKD3,early_endosome
PRKDC,nucleus
PRKG1,cytosol
PRKRA,stress_granule
PRKRIP1,unclassified
PRMT1,cytosol
PRMT1,cytosol
PRMT3,unclassified
PRMT5,cytosol
PRMT6,cytosol
PRMT7,cytosol
PRMT9,cytosol
PRNP,plasma_membrane
PROCR,plasma_membrane
PRORP,mitochondrion
PROS1,ER
PROSER1,unclassified
PROSER2,plasma_membrane
PROSER3,unclassified
PRPF18,unclassified
PRPF19,nucleus
PRPF3,nucleolus
PRPF31,nucleus
PRPF38A,nucleus
PRPF38B,nucleus
PRPF39,cytosol
PRPF4,nucleus
PRPF40A,nucleus
PRPF4B,nucleolus
PRPF6,nucleus
PRPF8,nucleus
PRPS1,cytosol
PRPS2,cytosol
PRPSAP1,cytosol
PRPSAP2,cytosol
PRR11,mitochondrion
PRR12,nucleus
PRR14,actin_cytoskeleton
PRR14L,cytosol
PRR3,nucleus
PRR36,unclassified
PRR5-ARHGAP8,unclassified
PRRC1,Golgi
PRRC2A,stress_granule
PRRC2B,stress_granule
PRRC2C,stress_granule
PRRC2C,stress_granule
PRTFDC1,cytosol
PRUNE1,cytosol
PRXL2A,ER
PS1TP5BP1,actin_cytoskeleton
PSAP,lysosome
PSAT1,cytosol
PSD3,plasma_membrane
PSEN1,early_endosome
PSEN2,trans-Golgi
PSIP1,nucleus
PSIP1,nucleus
PSMA1,proteasome
PSMA2,proteasome
PSMA3,proteasome
PSMA4,proteasome
PSMA5,proteasome
PSMA6,proteasome
PSMA7,proteasome
PSMB1,proteasome
PSMB2,proteasome
PSMB3,proteasome
PSMB4,proteasome
PSMB5,proteasome
PSMB6,proteasome
PSMB7,proteasome
PSMC1,proteasome
PSMC2,proteasome
PSMC3,proteasome
PSMC3,proteasome
PSMC3IP,nucleus
PSMC4,proteasome
PSMC5,proteasome
PSMC6,proteasome
PSMD1,proteasome
PSMD10,cytosol
PSMD11,proteasome
PSMD12,proteasome
PSMD13,proteasome
PSMD14,proteasome
PSMD2,proteasome
PSMD3,proteasome
PSMD4,proteasome
PSMD4,proteasome
PSMD6,proteasome
PSMD7,proteasome
PSMD8,proteasome
PSMD9,cytosol
PSME1,proteasome
PSME2,proteasome
PSME3,proteasome
PSME3,proteasome
PSME3IP1,proteasome
PSME4,proteasome
PSMF1,cytosol
PSMG1,proteasome
PSMG2,proteasome
PSMG3,proteasome
PSMG4,proteasome
PSPC1,nucleus
PSPH,cytosol
PSRC1,unclassified
PSTPIP2,nucleus
PTAR1,cytosol
PTBP1,nucleus
PTBP1,nucleus
PTBP2,nucleus
PTBP2,nucleus
PTBP3,nucleus
PTCD1,mitochondrion
PTCD2,mitochondrion
PTCD3,mitochondrion
PTDSS1,ER
PTDSS2,ER
PTEN,cytosol
PTER,cytosol
PTGES2,mitochondrion
PTGES3,cytosol
PTGFRN,plasma_membrane
PTGFRN,plasma_membrane
PTGR2,cytosol
PTGR3,mitochondrion
PTK2,unclassified
PTK2,unclassified
PTK7,plasma_membrane
PTMA,cytosol
PTMS,cytosol
PTOV1,14-3-3_scaffold
PTP4A1,plasma_membrane
PTP4A2,plasma_membrane
PTPA,cytosol
PTPA,cytosol
PTPDC1,cytosol
PTPMT1,mitochondrion
PTPN1,ER
PTPN11,plasma_membrane
PTPN12,nucleus
PTPN13,plasma_membrane
PTPN14,unclassified
PTPN2,ER
PTPN23,cytosol
PTPN3,14-3-3_scaffold
PTPN6,unclassified
PTPN9,early_endosome
PTPRA,plasma_membrane
PTPRF,plasma_membrane
PTPRG,plasma_membrane
PTPRJ,recycling_endosome
PTPRK,plasma_membrane
PTPRS,plasma_membrane
PTPRU,plasma_membrane
PTRH1,nucleus
PTRH2,ER
PTRHD1,mitochondrion
PTS,cytosol
PTTG1,unclassified
PTTG1IP,mitochondrion
PUDP,cytosol
PUF60,nucleus
PUF60,nucleus
PUM1,stress_granule
PUM2,stress_granule
PUM2,stress_granule
PUM3,nucleolus
PURA,stress_granule
PURB,stress_granule
PUS1,mitochondrion
PUS10,cytosol
PUS3,cytosol
PUS7,cytosol
PUS7L,cytosol
PUSL1,mitochondrion
PVR,plasma_membrane
PWP1,nucleus
PWP2,nucleus
PWWP2A,nucleus
PXDN,ER
PXK,early_endosome
PXMP2,peroxisome
PXN,cytosol
PXYLP1,Golgi
PYCR1,mitochondrion
PYCR2,mitochondrion
PYCR3,cytosol
PYGB,cytosol
PYGL,cytosol
PYGO2,cytosol
PYM1,stress_granule
PYROXD1,cytosol
Q53GT4[p];Q53HL4[p],cytosol
Q53HB4[p],nucleus
Q59EC0[p],nucleus
Q59EF6[p];B4E1R7[p];B2RCM3[p],cytosol
Q59FF5[p];A8CDT9[p],recycling_endosome
Q59FX6[p],early_endosome
Q59G96[p],nucleus
Q59H55[p],nucleus
Q59HD5[p],cytosol
Q5IBP5[p],14-3-3_scaffold
Q5KU37[p];B3KMV1[p],nucleus
Q5U071[p],nucleus
Q6LAF9[p],lysosome
Q6ZMY0[p],p-body
Q6ZT73[p],plasma_membrane
Q86T04[p],unclassified
Q86TZ8[p],nucleus
Q8IUI2[p],nucleus
Q9BVX3[p],cytosol
Q9HC39[p],cytosol
Q9NV73[p],ER
Q9NX34[p],actin_cytoskeleton
Q9NXW1[p],stress_granule
Q9UEI6[p],plasma_membrane
QARS1,ER
QDPR,mitochondrion
QKI,nucleus
QNG1,cytosol
QPCTL,ER
QPRT,cytosol
QRICH1,unclassified
QRSL1,mitochondrion
QSER1,nucleus
QSOX1,unclassified
QSOX2,Golgi
QTRT1,mitochondrion
QTRT2,mitochondrion
R3HCC1,cytosol
R3HCC1L,unclassified
R3HDM1,stress_granule
R3HDM2,14-3-3_scaffold
R3HDM4,cytosol
RAB10,plasma_membrane
RAB11B,recycling_endosome
RAB11FIP1,recycling_endosome
RAB11FIP2,recycling_endosome
RAB11FIP5,recycling_endosome
RAB12,plasma_membrane
RAB13,plasma_membrane
RAB14,early_endosome
RAB15,unclassified
RAB18,ERGIC
RAB1A,Golgi
RAB1B,Golgi
RAB20,unclassified
RAB21,early_endosome
RAB22A,plasma_membrane
RAB23,plasma_membrane
RAB24,ER
RAB28,cytosol
RAB29,trans-Golgi
RAB2A,Golgi
RAB2B,trans-Golgi
RAB30,Golgi
RAB31,early_endosome
RAB32,recycling_endosome
RAB33B,trans-Golgi
RAB34,plasma_membrane
RAB34,plasma_membrane
RAB35,plasma_membrane
RAB39A,lysosome
RAB39B,trans-Golgi
RAB3A,Golgi
RAB3B,ERGIC
RAB3D,ER
RAB3GAP1,ERGIC
RAB3GAP2,ERGIC
RAB3IL1,cytosol
RAB3IP,cytosol
RAB43,trans-Golgi
RAB4A,early_endosome
RAB4B,early_endosome
RAB5A,early_endosome
RAB5B,early_endosome
RAB5C,early_endosome
RAB6A,Golgi
RAB6A,Golgi
RAB6B,trans-Golgi
RAB7A,early_endosome
RAB8A,early_endosome
RAB8B,plasma_membrane
RAB9A,early_endosome
RAB9B,lysosome
RABAC1,Golgi
RABEP1,cytosol
RABEP2,cytosol
RABEPK,cytosol
RABGAP1,cytosol
RABGAP1L,cytosol
RABGAP1L,cytosol
RABGEF1,early_endosome
RABGGTA,cytosol
RABGGTB,cytosol
RABIF,cytosol
RABL2B,cytosol
RABL3,ERGIC
RABL6,unclassified
RAC1,plasma_membrane
RAC3,actin_cytoskeleton
RACGAP1,14-3-3_scaffold
RACK1,translation
RACK1,translation
RAD1,cytosol
RAD17,unclassified
RAD18,nucleus
RAD21,nucleus
RAD23A,proteasome
RAD23B,proteasome
RAD50,nucleus
RAD51,nucleus
RAD51AP1,nucleus
RAD51B,cytosol
RAD51C,nucleus
RAD51D,cytosol
RAD54B,unclassified
RAD54L,unclassified
RAD54L2,nucleus
RAD9A,cytosol
RADIL,plasma_membrane
RADX,cytosol
RAE1,ER
RAF1,14-3-3_scaffold
RAI1,nucleus
RAI14,plasma_membrane
RALA,plasma_membrane
RALB,plasma_membrane
RALBP1,actin_cytoskeleton
RALGAPA1,recycling_endosome
RALGAPA2,recycling_endosome
RALGAPB,recycling_endosome
RALGPS2,14-3-3_scaffold
RALY,nucleus
RALY,nucleus
RAMACL,unclassified
RAN,cytosol
RANBP1,cytosol
RANBP10,cytosol
RANBP2,ER
RANBP3,cytosol
RANBP6,mitochondrion
RANBP9,cytosol
RANGAP1,ER
RANGRF,cytosol
RAP1A,plasma_membrane
RAP1B,plasma_membrane
RAP1GDS1,cytosol
RAP2A,plasma_membrane
RAP2B,plasma_membrane
RAP2C,plasma_membrane
RAPGEF1,cytosol
RAPGEF2,unclassified
RAPGEF6,cytosol
RAPH1,plasma_membrane
RARS1,unclassified
RARS2,mitochondrion
RASA1,cytosol
RASA2,plasma_membrane
RASA3,plasma_membrane
RASA4B,nucleus
RASAL2,14-3-3_scaffold
RASAL2,14-3-3_scaffold
RASSF2,cytosol
RASSF7,14-3-3_scaffold
RASSF8,plasma_membrane
RAVER1,nucleus
RAVER2,unclassified
RB1,nucleus
RB1CC1,ER
RBAK,nucleus
RBBP4,nucleus
RBBP5,nucleus
RBBP6,nucleolus
RBBP7,nucleus
RBBP8,nucleus
RBBP9,cytosol
RBFA,mitochondrion
RBFOX2,stress_granule
RBIS,cytosol
RBKS,cytosol
RBL1,nucleus
RBL2,actin_cytoskeleton
RBM10,nucleus
